full_name,host_type,language,stars,description
PhilLockett/PDFBooklet,GitHub,Java,0,PDF Booklet Generator using images.
kingshukbasak92/InfyHackVisitorBackEnd,GitHub,Java,0,
cbnu-easw2020/dt-mic,GitHub,JavaScript,0,실비보험 청구 간소화 소프트웨어 및 드라이브 스루 의약품 투약 및 실비보험 청구 시스템
Lucasmarietan/Crowdfunding,GitHub,Java,0,
956509785/project,GitHub,Java,0,demo
JacekEM/dataParser,GitHub,Java,0,
souha22/Framwork-BDD-Automation,GitHub,JavaScript,0,m
lucashabreu22/base_project_selenium,GitHub,Java,0,It's a Java web automation base project using Selenium and Cucumber
pagopa/cgn-onboarding-portal-backend,GitHub,Java,0,
Shayini/UOP-Knowledge-Hub,GitHub,Java,0,"A database that contains all the research papers, research proposals, project reports of the research projects done by the students of University of Peradeniya."
ifjoker/runonce,GitHub,JavaScript,0,
bennyben54/pdf-scrapper,GitHub,Java,0,
matheusfcezar/eStatus,GitHub,Java,0,Projeto para disciplina de Estágio II
tedqqqq/openmeetings-web,GitHub,JavaScript,0,openmeetings web的修改
MrOli1412/football,GitHub,Java,0.0,
Murok2/BackendFinalProject,GitHub,JavaScript,0.0,
GitLudo95/IdeaProjects,GitHub,Java,0.0,
jhaller19/DocumentStore,GitHub,Java,0.0,Data Structures course project spring 2020
etan-soclof/YU,GitHub,Java,0.0,
WindDogg/jsoup,GitHub,Java,0.0,java jousp爬虫
topanfei/plugtest,GitHub,Java,0.0,插件的demo
shihaoluoling/house-system,GitHub,Java,0.0,
BR4TO92/pacient-information,GitHub,TypeScript,0.0,
Lorru/VIRTUAL-FAIR-DUOC-UC,GitHub,C#,0.0,
amitmca/Spring,GitHub,JavaScript,0.0,Spring
LiB-Project/back-end,GitHub,Java,0.0,Aplicação responsável por expor serviços web
linshenjie321/EmployeeManagement,GitHub,Java,0.0,a simple employee management CRUD rest application using Spring Boot and H2 database
NightGoat/PDF-to-JPG-java-converter,GitHub,Java,0.0,PDF to JPG java converter with simple javafx interface
RedFiveTeam/Fritz,GitHub,TypeScript,0.0,This is a clone of the private MagPIE repo (hosted by NGA) as of 11 December 2020.
tcorp-bv/pdfserver,GitHub,Java,0.0,Eventually this will generate all PDFs (labels etc.) for TCorp BV
Bird0211/mee-manage,GitHub,Java,0.0,Middle-Earth manage project
Bird0211/mee-stroe-manage,GitHub,Java,0.0,backend of mee-store
mbrzez/find-email-app,GitHub,Java,0.0,"Application for finding e-mails in some types of documents (.txt, .doc, .docx and .pdf)"
m2cci-YBI/consosCafeWeb_backEnd,GitHub,Java,0.0,
elayneargollo/document,GitHub,Java,0.0,
rmberne/apolo-base,Bitbucket,Java,,
petermr/svgplus,Bitbucket,Java,,Enhances simple primitives in SVG to text and graphical objects. Intended mainly to recover meaning from dumb formats such as PDF and Word.
petermr/pdf2svg1,Bitbucket,Java,,Version of pdf2svg with no large PDFs
petermr/svg2xml-devr78,Bitbucket,Java,,Snapshot of svg2xml-dev r78 (before major refactor)
mo_seph/volante-crowdsourcing,Bitbucket,Scala,,The backend for the Volante crowdsourcing project
stofke72/pdf2svg,Bitbucket,Java,,
andersharrisson/ccdb2,Bitbucket,,,
pbeltrani/apolo-webdiag,Bitbucket,Java,,
vveitas/pbrain,Bitbucket,Java,,
heedtechnology/opensearch,Bitbucket,Java,,A natural language search system enabling users to build precise query systems.
cryanfuse/crgrep,Bitbucket,Java,,"Common Resource Grep of plain text flles, archives, database tables and graphs, MS Office documents, PDF, images, maven POM dependencies, web resources and combinations resources"
linkapedia/linka-subversion,Bitbucket,,,
renaud/pdf2svg-dev,Bitbucket,Java,,
Agreementexpress/mv2-performance-tests,Bitbucket,,,
cristh18/encyclopedia,Bitbucket,Java,,
tokarskyd/groovy-samples-pdf2text,Bitbucket,Groovy,,PDF Report Parsing Example
christiang/rfidbarcoder,Bitbucket,Java,,
binarytemple/poc_jaxen,Bitbucket,Java,,Javacc example code. 
binarytemple/poc_asm,Bitbucket,Java,,ASM manipulation proof of concept
ebianchi/yds,Bitbucket,Java,,The Yggdrasil Document System - A document indexer
brethel/article_lab,Bitbucket,Groovy,,
mjjensen/pdf2svg-test,Bitbucket,Java,,clone of https://bitbucket.org/petermr/pdf2svg1 ... used to perform testing before official release (renamed to pdf2svg-test to align with PMR's naming).
imeji-community/imeji,GitHub,Java,14.0,imeji source code can now be found on https://github.com/MPDL/imeji.
mengxianun/air-db,GitHub,Java,3.0,air 数据库操作
VincentMelancholyGitHub/patent,GitHub,Java,3.0,邱越俊-结合TRIZ理论的商业方法专利检索系统设计
BlackacreLabs/pdfboxminer,GitHub,Java,3.0,Dump tagged PDF text to various interchange formats
navidkpr/IOT-Automatic-Pill-Dispenser,GitHub,JavaScript,2.0,
Trisia/PDF2OFD,GitHub,Java,2.0,
tyztech2019/PDF2OFD,GitHub,Java,2.0,
nuxeo/nuxeo-versions-difference,GitHub,Java,2.0,"Allow the user to compute a difference between two history versions of the same documents, if the documents are openoffice, pdf or word documents"
ellisonalves/crawlers,GitHub,Java,2.0,
kaspervandenberg/aida,GitHub,Java,2.0,Adaptive Information Disclosure 
rzheng95/MiaoExcel,GitHub,Java,2.0,A Java program for processing pdf/doc/docx/xls/xlsx files.
saternius/QuestionGen,GitHub,Java,2.0,Thesis question generation repo
Amsoft-Systems/Canoo-WebTest,GitHub,Java,2.0,
issverg/ticketService,GitHub,Java,2.0,Ticket service
SabyasachiNayak/marksbook,GitHub,,2.0,marksbook
zy198804065/github.common,GitHub,Java,2.0,
javierrruiz85/supermercado,GitHub,Java,1.0,proyecto gestion supermercado en java con bases de datos
sfi-region9/SFICVGenAPI-WEB,GitHub,CSS,1.0,
Luckydodo/wordPDFimage,GitHub,Java,1.0,wordToImage
automateAll/Document-Comparision-Tool,GitHub,Java,1.0,
jspxnet/framework,GitHub,Java,1.0,
heavywar/myProjectTestingSpring,GitHub,Java,1.0,
hirak1984/FileUtilities,GitHub,Java,1.0,
pullulates/pullulates-modules,GitHub,JavaScript,1.0,pullulates-modules
zch752306614/printer,GitHub,Java,1.0,通用打印功能
adrq/collex-cdh,GitHub,HTML,1.0,
abhisahugm007/PDFManipulator,GitHub,Java,1.0,"From this Java Project we can Perform all type of opretion on PDF like merge,delete,extract,etc"
mauricio/idez-arquitetura-2,GitHub,JavaScript,1.0,
majdibom/eBook-project,GitHub,TypeScript,1.0,
viveksingh1992/EclipseCurrentHome,GitHub,HTML,1.0,Personal
vlaghecof/WareHouse,GitHub,HTML,1.0,An application with databases for manageing a warehouse
fabianonunes/reader-cli,GitHub,Java,1.0,
FacundoFinos/Proyecto-Final,GitHub,Java,1.0,Proyecto Final sobre un repositorio institucional
swaroopaDeshpande/EcommerceSiteFrontEnd_Automation,GitHub,HTML,1.0,Amazon's Front End Automation.
Erlantzcg89/ipartekJsp,GitHub,Java,1.0,"jsp, java, html, css"
ashuman231/replica-of-I-love-pdf-,GitHub,Java,1.0,
fabianonunes/reserva,GitHub,Java,1.0,
anassm/smarttextanalyzer,GitHub,Python,1.0,PFA
BlackacreLabs/usreports-tokenizer,GitHub,Java,1.0,Tokenize United States Reports PDFs
msalinasicsni/first-laboratorio,GitHub,Java,1.0,sistema de laboratorio MINSA ni
o-can/aws-lambda-examples,GitHub,Java,1.0,
dpcjzpeter/DysReader,GitHub,Java,1.0,
ZhangBohan233/VisionTest,GitHub,Java,1.0,
GabrielNechifor/Microservices,GitHub,Java,1.0,
administration-solrep/EPP,GitHub,Java,1.0,Espace des Procédures Parlementaires
fabianonunes/firma,GitHub,Java,1.0,
GabrielVilen/global-applications,GitHub,Java,1.0,Java EE project for the course global applications
pink-sh/XFA_Parser,GitHub,Java,1.0,
MehrCurry/pdfcategorized,GitHub,Java,1.0,
AtlasOfLivingAustralia/bie-profile,GitHub,Java,1.0,Deprecated - see bie-index
rafaelcastrorc/PDFCitationAnalyzer,GitHub,Java,1.0,Finds citations of any PDF document. V2.0
BogdanVidrean/MPP,GitHub,Java,1.0,
lennonjesus/crawler,GitHub,Java,1.0,
kumoregdev/kumoreg,GitHub,Java,1.0,Attendee management and badge printing system
petrovp/PaperNotesAndRecomendations,GitHub,Java,1.0,
fabioturazzidouglas/Hackermen_Project,GitHub,Java,1.0,Hotel Integrated Management System
sunjxer/UCAMS,GitHub,JavaScript,1.0,
huangshibo666/repo2,GitHub,Java,1,repo2
Neck-cn/vaccines,GitHub,Java,1,预约疫苗
wayne0830/lucene-solr,GitHub,Java,1,Mirror of Apache Lucene & Solr
VincentMelancholyGitHub/patent_spring,GitHub,JavaScript,1,专利检索系统Spring
Okbps/J4DataScience,GitHub,Java,1,"Hands on study after Packt's ""Java for Data Science"" by Richard M. Reese, Jennifer L. Reese"
ivan248/naucna-centrala,GitHub,Java,1,Projekat za fakultet.
4Frisby/springmvc-2ed,GitHub,Java,1,"Examples for ""Spring MVC: A Tutorial (Second Edition)"" book"
electroms/Exercices-de-cours-JAVAEE,GitHub,Java,1,
piyushvashist18/spring-boot-docker,GitHub,Java,1,
gitljq/book2txt,GitHub,Python,1,
weiguo21/smh2,GitHub,JavaScript,1,使用Spring3+Spring JPA+Shiro+ExtJS4 开发项目脚手架。已实现用户、权限、角色，资源、菜单，消息，公告，字典库、日志、excel导入，代码生成器、工作流等功能。
arjunkarnati/Enterprise6.8,GitHub,HTML,1,latest
daiyimin/JavaBasics,GitHub,Java,1,
woraser/goaland,GitHub,JavaScript,1,management for iotx
HubBucket1/lucene-solr,GitHub,Java,1,Mirror of Apache Lucene + Solr
sid-thakur47/SeleniumBasics,GitHub,Java,1,
zhiaixuexi/lucene-solr,GitHub,Java,1,Mirror of Apache Lucene + Solr
DimaNarepeha/easyrepairsJava,GitHub,Java,1,
DjamelAM/pizza2,GitHub,Java,1,
12711/pdf_demo,GitHub,Java,1,pdf读取以及新建
volunL/SomeIdeasProject,GitHub,Java,1,个人随便的想法
marioosh-net/pdfbox,GitHub,Java,1,pdfbox test
zgxzgx/Office-Automation-System,GitHub,HTML,1,oa
danionline/academia,GitHub,CSS,0,
danionline/supermercado,GitHub,Java,0,super
MaKOXXV/AtvidadeTeste,GitHub,HTML,0,
dy7475/hfttest,GitHub,Dockerfile,0,
nzhiltsov/mocassin,GitHub,Java,0,Automatically exported from code.google.com/p/mocassin
wajdi077/EDUCATION,GitHub,Java,0,
chenhao139134/geoTest,GitHub,Java,0,geoTest
ssj9685/dt-mic,GitHub,JavaScript,0,
asd821226/pdf2any,GitHub,Java,0,"a web project which can split pdf, convert pdf to jpg, convert jpgs to pdf, merge pdfs, convert pdf to html etc."
techj-sam/cucumber-java,GitHub,HTML,0,sample Cucumber Project
krystiankowalik/pdfnc,GitHub,Java,0,
chanilharisankar/BCoat,GitHub,Java,0,
chrispicht/testapp,GitHub,JavaScript,0,
ashutoshanshu25/Selenium_DataDriven,GitHub,Java,0,
Deepak290/lrf-epub-tools,GitHub,Java,0,Automatically exported from code.google.com/p/lrf-epub-tools
ashutoshanshu25/Selenium_KeywordDriven,GitHub,HTML,0,
pheidotting/dejonge,GitHub,Java,0,
Dviejopomata/prueba-docker-pdf,GitHub,Java,0,
a-farsi/read-pdf,GitHub,Java,0,
vigilrapheal/ResearchWorks,GitHub,Java,0,
Yourtake/YourtakeMasterServer,GitHub,Java,0,
adamskipiotr/PAM-backend,GitHub,Java,0,
sofent/jpdf2html,GitHub,Java,0,Automatically exported from code.google.com/p/jpdf2html
lgcirilo/pdftotext,GitHub,,0,API to extract text from PDF files. Uses pdfbox.
geovafc/invio,GitHub,Java,0,Automatically exported from code.google.com/p/invio
satyar3/PDFDownloadAndRead,GitHub,HTML,0,
rasoftwares/college,GitHub,JavaScript,0,TN Engineering colleges and counseling details.
nicksterg97/PdfHash,GitHub,Java,0,
fengluandll/firstbpmlib,GitHub,Java,0,
MijatovicD/eBookRepository,GitHub,Java,0,
zikozee/springboot_PDF_manipulation,GitHub,Java,0,
MuratSaka/SpringBootPeachy,GitHub,JavaScript,0,
pratim09/CTLI_HAMPS,GitHub,Java,0,
IbogGobi/Zautomate,GitHub,Java,0,
ramonfacchin/iprescribe,GitHub,Java,0,
pavlo12/Restaurant-Automation-System,GitHub,Java,0,
kursjavab2bnetwork/pko_tu_demo,GitHub,Java,0,
HouJaI/openshiftdemo,GitHub,Java,0,this is for demo openshift deployments and services
IlyaKontsevich/GradleProject,GitHub,Java,0,
sbabupresidency1/QAMentor,GitHub,Java,0,
YoonaLim/LimSpace,GitHub,JavaScript,0,
jlchavis0844/PayrollPDFtoCSV,GitHub,Java,0,
gmesa1/helpachild,GitHub,JavaScript,0,
tuyenbk/mdvgenerator,GitHub,Java,0,
zhuderun/opentools,GitHub,Java,0,
Alieas-PC/java_utils,GitHub,Java,0,
jasonchenjt/spring-boot-study,GitHub,Java,0,Spring Boot 学习记录
MaryamZi/corpus-creator,GitHub,Java,0,
NurahmetA/assingment3,GitHub,Java,0,
vtomic85/BarCoder,GitHub,,0,
oceanborn2/devel,GitHub,HTML,0,
Heniheni1998/PIDEVCYBERKNIGHT,GitHub,JavaScript,0,
sekys/sk.seky.pdfconverter,GitHub,Java,0,Program prerobi PDF na ZIP archiv obrazkov.
richardf/buscaDOU-old,GitHub,Java,0,
pengdaDemo/springWebflux_WebClient,GitHub,Java,0,Hbase、HDFS、Redis、Netty
QuantSolutionsGh/DocManagerSpring,GitHub,Java,0,
gabrielruiu/pdfblitz,GitHub,Java,0,
ohh2/test,GitHub,Java,0,
seasstar/fms,GitHub,Java,0,
jnothman/dkpro-core-asl,GitHub,HTML,0,Automatically exported from code.google.com/p/dkpro-core-asl
Yweidong/pdf,GitHub,Java,0,pdf转图片
jango89/recommender_systems,GitHub,Java,0,Recommendation system Backend for Heriot Watt PG Course Prototype
dinuzhka/RecruitResource,GitHub,Java,0,RecruitResource for sqe
sahinakyol/AddressBook,GitHub,Java,0,Web-based AdressBook Application Demo
toandqse05372/demopdf,GitHub,Java,0,
yukihane/hello-printing,GitHub,Java,0,JavaでPDF印刷を行うサンプルコード(Apache PDFBox)
gmspgua/copadubo-service,GitHub,Java,0,
Kamker/group-backend,GitHub,Java,0,
JubinationTeam/Parser,GitHub,Java,0,
dinesh210/mastero,GitHub,Java,0,
dipali-vasani/test,GitHub,Java,0,test
mahendrafathan/klinik,GitHub,CSS,0,klinik kecantikan
cotkaria/InvertedIndex,GitHub,Java,0,
HorvathAndreaAnett/Order_Manager,GitHub,Java,0,Java application
Benjamin-PETEL/englishbattle,GitHub,Java,0,
thyxkris/KPDFCompare,GitHub,Java,0,a tool to compare pdf files 
ligson/bofulConvertProvider,GitHub,Java,0,
samuluru/QA_Auto_SCiSupplier,GitHub,Java,0,
Joonsik-Choi/SmartMedicine,GitHub,Java,0,
QuantSolutionsGh/DocManager,GitHub,Java,0,
gasalovo/PruebaBuscaBOD,GitHub,Java,0,pruebas de la app BuscaBOD
gasalovo/Cubos,GitHub,Java,0,OpenGL LWJGL Java
Joonsik-Choi/SmartMedicine2,GitHub,Java,0,
EbiousVi/SplitPDFOnline,GitHub,Java,0,"Spring Boot, MVC, Thymeleaf"
qq996235826/wangqian,GitHub,CSS,0,网签项目
mandaltanmoy1938/SpringMVCHibernateThymeleaf,GitHub,Java,0,
zerphan/constancias,GitHub,JavaScript,0,
AlexUsovGit/newproduct,GitHub,HTML,0,
nagillavenkatesh/springmvc-2ed,GitHub,Java,0,"Examples for ""Spring MVC: A Tutorial (Second Edition)"" book"
mmasterfifaz/Project,GitHub,JavaScript,0,
jibaro/hrhih,GitHub,Java,0,HRHIH
poponuki/sakurajima-old,GitHub,HTML,0,旧Sakurajimaの資材を補完するためのリポジトリ
carlosrgomes/googlecode,GitHub,Java,0,
cortizmardones/java_apachepoi_pdfbox_jdbcmysql,GitHub,Java,0,
canezk/solr4.6_annotation,GitHub,Java,0,solr4.6源码注释版
huangshibo666/repo1,GitHub,Java,0,远程仓库
nkaraman/lrf-epub-tools,GitHub,Java,0,Automatically exported from code.google.com/p/lrf-epub-tools
drkiet/book-catalog,GitHub,Java,0,
yangg123/SSM,GitHub,Java,0,
SStepanoFF/Ipswitch,GitHub,Java,0,
kaplone/ScanMediasFX,GitHub,Java,0,scan directories and documents and create a mongodb base
leoreru/Mecadisenios,GitHub,,0,Este si es.
jenzuffer/MCMSemester,GitHub,Java,0,exam projekt
balaban-sasha/LibrarySPring,GitHub,Java,0,
appservice/stickers,GitHub,Java,0,
alexboyarintsev/villas,GitHub,Java,0,
hu13/LGX2,GitHub,Java,0,
twyoo-thecheck/LbrCntrct,GitHub,JavaScript,0,
tpentypetha/stockapp-server,GitHub,Java,0,
ChinnapaY/Apache_Camel,GitHub,Java,0,
ismailboulaanait/pdf-merge,GitHub,Java,0,
deepal13/Websteg,GitHub,Java,0,Sending hidden messages over the web
kaplone/BEA_BAZ_validation,GitHub,Java,0,parcours la base et affiche les fiches avec des données invalides / corrompues
kochichi96/lrf-epub-tools,GitHub,Java,0,Automatically exported from code.google.com/p/lrf-epub-tools
raisercostin/lrf-epub-tools,GitHub,Java,0,
adriangonc/tcc_mineracao_de_dados,GitHub,CSS,0,Projeto de TCC ciência da computação / Mineração de dados
AnnaCarinina/ExamManager,GitHub,Java,0,
HaleemaSadiyaShaik/FlipkartWishlist,GitHub,JavaScript,0,
PrajwalKulkarn1/Training,GitHub,Java,0,
18753377299/JavaPracticeMaven,GitHub,FreeMarker,0,Java练习
SushilSivaram/PASCertificationScripts,GitHub,Java,0,
gaochong0522/archetype,GitHub,FreeMarker,0,springmvc
cuneytyvz/spring-corenlp,GitHub,JavaScript,0,
kaplone/BEA_BAZ,GitHub,Java,0,interface de gestion des grands lots de rapports (javaFX + mongodb)
xiaojunjas/edu_mongdb,GitHub,Java,0,
sagisha/Distributed_Systems_Ass1,GitHub,,0,PDF Document Conversion in the Cloud- AWS
sotkonstantinidis/nlpv2,GitHub,Java,0,
jonathandinardo/javaopenstack,GitHub,,0,
leducbee/FirstCrawler,GitHub,Java,0,
n-shan-hcl/papajohns_backup,GitHub,Java,0,backup for stedying
Innovlab/COMS,GitHub,Java,0,COMS
efge/nuxeo-dependabot,GitHub,,0,
MirzaAbazovic/pubSer-binary,GitHub,HTML,0,EPO publication server binary
sandesh-tonde/ocms,GitHub,Java,0,
EBIBioStudies/ribs,GitHub,Java,0,REST-based Interface for BioStudies
eitile/diploma,GitHub,,0,
mariusfranzen/TransportManagementSystem,GitHub,Java,0,
VladlenKiev/MindTranslaterSpace4.0,GitHub,JavaScript,0,
rizaziz/Development,GitHub,Java,0,
UKP-sloganGenerationStudentProject/pp-slogan-generation,GitHub,Java,0,Automatically exported from code.google.com/p/pp-slogan-generation
sergey-lang/pdf_processing_web,GitHub,Java,0,
ermanag/sinavsonuc,GitHub,Java,0,Optik Form
Ckram/Locvoiture,GitHub,Java,0,Logiciel de gestion de location de voiture dévelloper dans le cadre du cours d'IHM/Swing
Verwolffdx/AIS-GIBDD,GitHub,HTML,0,
Xomash/coursework,GitHub,Java,0,
ArgentumHeart/ocr_sign,GitHub,Java,0,
alexander159/Hospital_admin_panel,GitHub,Java,0,
thiagoprocaci/semantic-web-galois,GitHub,Java,0,Automatically exported from code.google.com/p/semantic-web-galois
nodidala/PDF,GitHub,Java,0,pdf
emptyset/InvoiceGenerator,GitHub,Java,0,
amineorion/judge,GitHub,Java,0,
chenyoujing/costumetrade,GitHub,Java,0,
AltaAutomationTesters/fantastic-eureka,GitHub,HTML,0,
AltaAutomationTesters/fantastic-noob,GitHub,Java,0,
anuprai29/BRV_TESTNG,GitHub,Java,0,
AltaAutomationTesters/fantastic-hanna,GitHub,Java,0,
dehuaxi/LPS,GitHub,JavaScript,0,
akasey/dummyXyz,GitHub,Java,0,
HeElLyan/javalab_5sem,GitHub,Java,0,
jasmeen-h/Tracker,GitHub,Java,0,
jbnunn/MavenJenkins,GitHub,Java,0,Sample Maven/Jenkins integration
akshit-sharma/ggsipuresultextractor,GitHub,Java,0,
irener07/prograBasesFinal,GitHub,Java,0,
symonowg/AutomatyMav,GitHub,Java,0,AutomatyMav - automatyzacja
vghate8/CNRProject,GitHub,Java,0,
Yoh0xFF/auto-printer,GitHub,Java,0,Watches directory and prints new created pdf files
healthreveal/OCR-Plugin,GitHub,Java,0,
hawkchen/pdfapp,GitHub,CSS,0,
rameezrn/test,GitHub,Java,0,
JosebaGarcia153/editor,GitHub,Java,0,
grryzhang/Excavator-data-index,GitHub,Java,0,
sergey-lang/pdf_utils,GitHub,Java,0,
michel005/CriarPDF,GitHub,Java,0,
BatboldS/BMZtool,GitHub,Java,0,
stamn2/zleVaadinGitHub,GitHub,CSS,0,
rhatlapa/pdfrecompressor,GitHub,Java,0,Automatically exported from code.google.com/p/pdfrecompressor
RenatoTTs/Conversor,GitHub,Java,0,
michalczyzowicz/automaty,GitHub,Java,0,
walkerljl/orgwalkerljl-officesuite,GitHub,Java,0,办公套件
yrc123/studySpringBoot,GitHub,HTML,0,
hpumallihua/PCD,GitHub,Java,0,Proyecto PCD
haiyuntian/PdfDataProcessor,GitHub,Java,0,
SimpleHello/API,GitHub,JavaScript,0,
ninneko/PDFBoxSample,GitHub,Java,0,PDFBoxSample
Sos10086tsj/dubbo-center,GitHub,JavaScript,0,init
santaniello/java-tutoriais,GitHub,JavaScript,0,
cj0829/core,GitHub,Java,0,
Sos10086tsj/rating,GitHub,JavaScript,0,初始化评分考核系统
PrinzMallen/SearchEngine,GitHub,Java,0,ALR + Sem Projekt
kenilkdoshi/Utilities,GitHub,JavaScript,0,
JocelynDalle/ideanoval,GitHub,Java,0,Projet Fil Rouge - Human Booster
nikhilshekhar/SparkML,GitHub,Scala,0,Graphx and a few ML runs
daizy1930/JAVA-MAJOR-BACKEND-FINAL,GitHub,Java,0,
zhaoru2000/Projects_Services,GitHub,HTML,0,Projects_Services_AWS
lotfiabdmouleh/erpisetbackend,GitHub,Java,0,
fahmi1992/erpisetbackend,GitHub,Java,0,
txw905149425/HttpTest,GitHub,Java,0,
cosmin1123/Recommender-System,GitHub,Java,0,
Kamerton12/VKLOGIN2,GitHub,Java,0,
agaydenger/parser,GitHub,Java,0,
darktulu/myhr,GitHub,Java,0,myhr
sujananh/EA_Final,GitHub,Java,0,Easytox Automation
fightingBilling/smh2,GitHub,JavaScript,0,使用Spring3+Spring JPA+Shiro+ExtJS4 开发项目脚手架。已实现用户、权限、角色，资源、菜单，消息，公告，字典库、日志、excel导入，代码生成器、工作流等功能。
doudou0o/resumeParser,GitHub,Java,0,it is a resume parser  frame
adrienbucci/java-spring,GitHub,JavaScript,0,Spring course
Richiexy/20141115,GitHub,Java,0,1.0
naveendennis/ReadingReponseQuestionGenerator,GitHub,Java,0,Tool to extract some questions from answers filled out to a known template <in progress>
yangzehui11/pptToImg,GitHub,Java,0,
yangzehui11/yzh-doc,GitHub,Java,0,
Richiexy/20141117,GitHub,JavaScript,0,1.0
kevantonillo22/ProyectoLomas,GitHub,JavaScript,0,
M3hendran/webapp,GitHub,HTML,0,
olee87/hhup,GitHub,Java,0,an individual spring-boot / angularjs-based standalone event management tool designed for the hamburg couchsurfing invasion
bcy3161/RMS,GitHub,,0,
amura2406/myth-pdf-splitter,GitHub,Java,0,
ryanzicky/arbitration,GitHub,,0,
dariofabbri/tve-export,GitHub,Java,0,
tangzhezhi/myjob,GitHub,JavaScript,0,
ShreyanshGairola11/WeatherApplication,GitHub,Java,0,
Un1imited41/hackatom,GitHub,Java,0,
shaulayh/invoice_extractor,GitHub,Java,0,
akcplanet/ReportAutomation,GitHub,,0,This is report automation
albraga/pdftxt,GitHub,Java,0,
tilosradio/service-basedata,GitHub,Java,0,Microservice to handle author/show CRUD
yingwugithub/self-project,GitHub,Java,0,test
nitinraj18/DocApp,GitHub,Java,0,
dsahinturk/OOB,GitHub,Java,0,
cyrilcherian/search-app,GitHub,JavaScript,0,search-app
dipeshji/javaWorkSpace,GitHub,HTML,0,Fun with java
josmarl/tecfarma,GitHub,Java,0,
amalfi/BPDFGenerator,GitHub,Java,0,Simple PDF Generator
liuyanjun528/koala-project,GitHub,Java,0,
pragati/triploid,GitLab,,0,A proof of concept Intrinsic Plagiarism detector.
RootChava/CrearReportes,GitHub,Java,0,
Irvinglck/kmei,GitHub,Java,0,
phatn/PdfParser,GitHub,Java,0,
prashanthcvvp/Projects,GitHub,Java,0,
SaiAutomation99/SeleniumJava,GitHub,Java,0,
flaviooo/rockframework,GitHub,Java,0,Automatically exported from code.google.com/p/rockframework
SaiAutomation99/SeleniumPractise,GitHub,HTML,0,
peppinfernando/toolBox,GitHub,Java,0,
fengjiawei2011/webcrawler,GitHub,Java,0,
shareve/shareve-common,GitHub,Java,0,
hanliukui/springdatees,GitHub,Java,0,
hanliukui/springdataelasticsearch,GitHub,Java,0,
zhangxianzeng/shiyanspring,GitHub,Java,0,git提交项目
suigan1999/Util,GitHub,Java,0,
rachidi-bts/GestionDocument,GitHub,Java,0,
huahua-star/fuyibackpro,GitHub,Java,0,富驿后台项目提交
gbhl/bhl-legacy,GitHub,C#,0,Obsolete source code for a number of projects related to the Biodiversity Heritage Library.  Code in this repository is no longer in production use.
ByeongGi/kira-repository-pdf,GitHub,Java,0,PDFBOX
AleezayYousaf/Followups,GitHub,HTML,0,
meus81/congreso,GitHub,HTML,0,
freeroy/dw-deprecated,GitHub,Java,0,dw项目中，已经不再维护、有替代实现、失效的所有类组件，均存放于该工程，以便保证平稳迁移（注！该项目不会以任意方式依赖DW现存项目，同时所有项目也应尽量不要依赖该项目下的程序）
wy52098/resume,GitHub,Java,0,
david115632042/assisted_cjk_reader,GitLab,,0,
WantToLearnMore/Authrity,GitHub,Java,0,
dasthomas/Cucumber,GitHub,Java,0,Cucumber framework using data driven
denismp/MySchool,GitHub,JavaScript,0,
saihegde/traprange,GitLab,Java,0,
zia/printfromoracleforms,GitLab,,0,
sakthiveliyappan/DummyRepo,GitHub,Java,0,
amoleb/WOWClientFEWS,GitHub,JavaScript,0,
kaniz-qa/FedexProject,GitHub,HTML,0,
kalilReis/apache-pdfbox,GitHub,JavaScript,0,
SindhuKancharla/CodePractise,GitHub,Java,0,
petroborovets/OrangeHomeRepository,GitHub,JavaScript,0,
emanoeladolpho/impressora,GitHub,Java,0,
akcplanet/BITSAMIT,GitHub,Java,0,
maciekpapiez/pdf-duplexifier,GitHub,Java,0,Small app allowing to print pdf files in duplex mode if the printer does not support that option
leonheartlly/Unitri,GitHub,Java,0,
gersta/cas-scheduler,GitHub,Java,0,Java Tool to work with the DHBW CAS Time Tables
nishathasanov/esds,GitHub,Java,0,esds project code
nishathasanov/esdsTest,GitHub,Java,0,for test
collaboratrio/tabula-java,GitHub,Java,0,Extract tables from PDF files
AnthonyLansangan/Hub-Automation-Script,GitHub,Java,0,
AnthonyLansangan/HubAutomation,GitHub,Java,0,
ibluebelt/bhf,GitHub,Java,0,BHF Application
Bingobear/KGWC,GitHub,Java,0,
souhailelfahimi/Gestion_Roles,GitHub,Java,0,
Bingobear/P2K,GitHub,Java,0,
MrOli1412/football-api,GitHub,Java,0,
Bingobear/TP,GitHub,Java,0,
spandana02/Gitdemo,GitHub,Java,0,
AAASSSQQQ/FDEK,GitHub,JavaScript,0,
PrimeRevenue/QA_Auto_SCiSupplier,GitHub,Java,0,
lindamollmark/fakturaportalWeb,GitHub,,0,Fakturera mot ditt egna kundregister
geneguopeng/te,GitHub,JavaScript,0,
utcn-cs-software-design-tudorv-2019/sd-project-2019-lazareanu-s,GitHub,CSS,0,sd-project-2019-lazareanu-s created by GitHub Classroom
NickEm/ImproveYourself,GitHub,Java,0,
aos-ink/aos-modules,GitHub,Java,0,
chenyawen/Capstone-PDFExtraction,GitHub,Java,0,This is the project for the capstone. The main purpose of this PDF extraction is to get the table of contents from the provided PDF files in different situations.
vikashsingh005/applications,GitHub,Java,0,
