full_name,host_type,language,stars,description
EhsanTang/CrapApi.V4,GitHub,JavaScript,0,
aaaba/lucene-solr,GitHub,,0,Mirror of Apache Lucene & Solr
sukiii/jabref,GitHub,Java,0,Graphical Java application for managing bibtex (.bib) databases
schemen/docs,GitHub,JavaScript,0,Lightweight document management system for individuals and businesses
HackShare/camunda-consulting,GitHub,JavaScript,0,"Inter process, inter-process, interprocess - Examples and demo applications built by the camunda consulting team"
tienoho/javachallenged,GitHub,Java,0,
s50600822/sakai-1,GitHub,Java,0,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
chicoreus/PreCapture,GitHub,Java,0,
fforbeck/elasticsearch-mapper-attachments,GitHub,Java,0,Mapper Attachments Type plugin for Elasticsearch
dr-octopus/CopiaecolaTestes,GitHub,Java,0,Projeto para testes de funcionalidades e tecnologias utilizadas ou não na aplicação Copia e Cola.
TrafikverketBTH/dkpro-core,GitHub,Java,0,Collection of software components for natural language processing (NLP) based on the Apache UIMA framework.
navikt/vtp-pensjon,GitHub,Java,0,VTP for arbeid innenfor pensjonsområdet
JojOatXGME/pdf-origin-normalizer,GitHub,Java,0,Moves the origin of a PDF file to the buttom left of the trim box.
wichmann/ApplicantImporter,GitHub,Java,0,ApplicantImporter reads data fields from PDF forms and export them as CSV file that can be used with BBS-Planung.
DeepakRathod14/CucksMvnExtent,GitHub,Java,0,"Automation Project with cucumber, Maven, Rest Assured and Extent Report configuration"
therunninghub/poc-pdf-generator,GitHub,Java,0,
herimedia/importer,GitHub,Java,0,"Norconex Importer is a Java library and command-line application meant to ""parse"" and ""extract"" content out of a file as plain text, whatever its format (HTML, PDF, Word, etc). In addition, it allows you to perform any manipulation on the extracted text before using it in your own service or application."
umlts-labs/mospace-attic,GitHub,Java,0,"old MOspace code, kept here for historical purposes. More recent MOspace code is housed in a branch of our fork of DSpace."
magsilva/jabref,GitHub,Java,0,"JabRef is a bibliography management tool. This is my version of it, properly Mavenized ;)"
gini/doctag_java,GitHub,Java,0,Java library for processing docTag meta data
peachplatform/parserbox,GitHub,JavaScript,0,
phaidra/java-phaidra-importer,GitHub,Java,0,Source code of Phaidra Importer
Mu-L/pdfbox,GitHub,Java,0,Mirror of Apache PDFBox
DSpace-Labs/DSpace-6x,GitHub,Java,0,"Fork of primary DSpace/DSpace repo with 6.x as the primary branch.  Used to visualize GitHub security notifications for 6.x. Do not fork this, as it will be deleted."
DominikVoigt/jabref,GitHub,Java,0,Graphical Java application for managing BibTeX and biblatex (.bib) databases
archaeogeek/core-geonetwork,GitHub,Java,0,GeoNetwork repository
deinok/sakai,GitHub,Java,0,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
beehyv/pdf-extractor,GitHub,Java,0,Extract data and metadata from PDF files in a hierarchial JSON format.
cmotc/rc1,GitHub,Java,0,
dangkhanhtrung/DSpace,GitHub,Java,0.0,(Forked) The DSpace digital asset management system that powers your Institutional Repository. This repository contains the 4Science optimized DSpace & DSpace-CRIS distribution.
SAEONData/gcdc-search,GitHub,HTML,0.0,"search component for glocal change data center, based on MapStore2 (openlayers, leaflet, react)"
mrgurgel/educacao-livre,GitHub,Java,0.0,
maenu/pdf-linker,GitHub,Java,0.0,Injects hyperlinks into PDFs of scientific papers.
elegnamnden/tsl-trust,GitHub,Java,0.0,Trust Status List service
JavuesZhang/jabref,GitHub,Java,0.0,Graphical Java application for managing BibTeX and biblatex (.bib) databases
jdwinfodesign/dita-ot,GitHub,Java,0.0,DITA Open Toolkit — the open-source XML publishing engine for content authored in the Darwin Information Typing Architecture.
magsilva/jabref,GitHub,Java,0.0,"JabRef is a bibliography management tool. This is my version of it, properly Mavenized ;)"
umlts-labs/mospace-attic,GitHub,Java,0.0,"old MOspace code, kept here for historical purposes. More recent MOspace code is housed in a branch of our fork of DSpace."
nclandrei/PDF-DOCX-Extractor,GitHub,CSS,0.0,PDF/DOCX tool that extracts structured data along with images from such files.
mikikrk/plagiat-system,GitHub,Java,0.0,
sky-uk/camel,GitHub,Java,0.0,Mirror of Apache Camel
alanfans00001/CrapApi,GitHub,JavaScript,0.0,Web接口管理工具、API接口管理、文档管理，angularjs+bootstrap+springMVC搭建的免费开源的API接口管理系统
saxmaster79/probeplaner,GitHub,Java,0.0,Software for planning theatre rehearsals
merry-team/head_study_java,GitHub,JavaScript,0.0,
KodstarBootcamp/issue-tracker-2020-3,GitHub,JavaScript,0.0,Issue Tracker project developed by Group 2020-3
deeplaw/solr,GitHub,Java,0.0,
ome/omero-server,GitHub,Java,0.0,Gradle project containing main server logic for OMERO
Bowtie8904/FinanceViewer,GitHub,Java,0.0,A local restful service to view my past bank account activities.
everin/jSignerFast,GitHub,Java,0.0,An automated signer tool
Ficcadenti/java-example,GitHub,Roff,0.0,Esempi in java (Eclipse e NetBeans)
twneale/OpenLegislation,GitHub,Java,0.0,OpenLegislation is a web service that delivers legislative information from the New York State Senate and Assembly to the public in near-real time.  It is used internally to serve up legislative data for nysenate.gov and the Bluebird-CRM.
alexeil/LicenceGenerationTools,GitHub,Java,0.0,Tools to help generating FKBF licences
Jaffrey98/sakai,GitHub,Java,0.0,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
navikt/familie-ef-soknad-api,GitHub,Kotlin,0.0,Selvbetjeningsløsning for søknad om stønad til enslig forsørger
ygg404/mansys,GitHub,JavaScript,0.0,
vitorecdias/ms2bm3,GitHub,JavaScript,0.0,versão do MapStore para BH Map
AdrianMiska/easytable,GitHub,Java,0.0,
cunningt/camel,GitHub,Java,0.0,Mirror of Apache Camel
dr-octopus/CopiaecolaTestes,GitHub,Java,0.0,Projeto para testes de funcionalidades e tecnologias utilizadas ou não na aplicação Copia e Cola.
Arquisoft/participationSystem_i1b,GitHub,Java,0.0,
baksosapi/DSpace,GitHub,Java,0.0,(Official) The DSpace digital asset management system that powers your Institutional Repository
hendrasyailendra/sakai,GitHub,Java,0.0,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
iutils/iutils-office,GitHub,Java,0.0,程序员工具 - 文档操作插件
rogeriofalcone/Knowage-Server,GitHub,JavaScript,0.0,Knowage is the professional open source suite for modern business analytics over traditional sources and big data systems. 
efge/nuxeo,GitHub,Java,0.0,Content management platform to build modern business applications
vnaskos/bric,GitHub,Java,0.0,
Scarfmonster/yacy_search_server,GitHub,Java,0.0,Personal fork of http://yacy.net
chrootzius/AnalyzeBills,GitHub,,0.0,Do I need a new contract?
herimedia/importer,GitHub,Java,0.0,"Norconex Importer is a Java library and command-line application meant to ""parse"" and ""extract"" content out of a file as plain text, whatever its format (HTML, PDF, Word, etc). In addition, it allows you to perform any manipulation on the extracted text before using it in your own service or application."
DarthWayne/PDFMerger,GitHub,Java,0.0,GUI PDF Merger
gini/doctag_java,GitHub,Java,0.0,Java library for processing docTag meta data
greyshine/java-utils,GitHub,Java,0.0,My Java utilities collection
phaidra/java-phaidra-importer,GitHub,Java,0.0,Source code of Phaidra Importer
giurim/lapdftext,GitHub,Java,0.0,"LA-PDFText is a system for extracting accurate text from PDF-based research articles (and an interface to be able to improve performance where needed). The system is open-source and provides a simple baseline function for extracting text from primary research articles using rules that developers can customize. This means that the system works quite well for most applications (and might occasionally make mistakes and extract the wrong text), but it is always possible to 'hack' your own rules and improve performance."
784134748/learning-spring-boot,GitHub,Java,0.0,learning spring-boot-2.0
cmotc/rc1,GitHub,Java,0.0,
CS2103-AY1819S1-W16-2/main,GitHub,Java,0.0,SocialCare
commitd/tika,GitHub,Java,0.0,Mirror of Apache Tika
Prominet/lucene-solr,GitHub,Java,0.0,Mirror of Apache Lucene + Solr
baloola/MapStore2,GitHub,JavaScript,0.0,"Modern webmapping with OL3, Leaflet and React"
MartinaKiss/ExSys,GitHub,Java,0.0,Vaadin Spring Boot Exam System project
dushaniw/carbon-apimgt,GitHub,Java,0.0,
webin/ApiManager,GitHub,JavaScript,0.0,ApiManager - CrapApi免费开源API接口管理系统、API接口调试工具：API接口管理、文档管理、接口调试，GitHub、码云、开源中国托管源码。http://crap.cn
Patr1ick/fxPDF,GitHub,Java,0.0,This is a PDF-Viewer library for JavaFX. :octocat:
mayn/hibernate-search,GitHub,Java,0.0,Hibernate Search: full-text search for domain model
ohtuprojekti/OKKoPa_all,GitHub,Java,0.0,
fcproj/jfcutil,GitHub,Java,0.0,"This is a Java API with utilities to work with files, strings and HTTP connections"
sblackmore/ddf,GitHub,Java,0.0,"Distributed Data Framework - an open source, modular integration framework."
vagabondan/camel,GitHub,Java,0.0,Apache Camel
liuming1024/hit-alumni,GitHub,Java,0.0,An official wechat account for alumni of hit. Official site: http://alumni.hit.edu.cn
alvaramz/UnirPDF,GitHub,Java,0.0,Programa para unir PDFs
taditya93/nlp_aps,GitHub,Java,0.0,NLP project
q474818917/elasticsearch-2.3.5,GitHub,Java,0.0,源码阅读：lucene版本5.5.0
vkuzel/Simple-PDF-Layout,GitHub,Java,0.0,Library makes easier to manually create a PDF document by Apache PDFBox.
HackShare/camunda-consulting,GitHub,JavaScript,0.0,"Inter process, inter-process, interprocess - Examples and demo applications built by the camunda consulting team"
DaviCastro/FrameWork,GitHub,JavaScript,0.0,
aalkhafaji/aem-base,GitHub,Java,0.0,Base AEM Application
oryband/homework,GitHub,Ruby,0.0,My uni classes' homework.
Dakror/MapTool,GitHub,Java,0.0,Now Infused with Nerps!
FilePreview/kkFileView,GitHub,Java,0.0,使用spring boot打造文件文档在线预览项目解决方案，支持doc、docx、ppt、pptx、xls、xlsx、zip、rar、mp4，mp3以及众多类文本如txt、html、xml、java、properties、sql、js、md、json、conf、ini、vue、php、py、bat、gitignore等文件在线预览
Nirothipan/carbon-apimgt,GitHub,Java,0.0,
deinok/sakai,GitHub,Java,0.0,"Sakai is a freely available, feature-rich technology solution for learning, teaching, research and collaboration. Sakai is an open source software suite developed by a diverse and global adopter community."
giacgbj/dss,GitHub,Java,0.0,"Digital Signature Service : creation, extension and validation of advanced electronic signatures"
binilbenjamin/camel,GitHub,Java,0.0,Apache Camel
tisoft/hibernate-search,GitHub,Java,0.0,Hibernate Search: full-text search for domain model
akbrant/PDFTextExtract,GitHub,Java,0.0,A simple Javafx tool to extract text from PDF files. 
mwoodiupui/dspace-log4j2,GitHub,Java,0.0,Upgrading DSpace to Log4J v2
schemen/docs,GitHub,JavaScript,0.0,Lightweight document management system for individuals and businesses
Opetushallitus/viestintapalvelu,GitHub,Java,0.0,OPH SOA Viestintäpalvelu. Määrittelyt: https://confluence.csc.fi/pages/viewpage.action?pageId=21071498
NTBrave/file-online-preview,GitHub,Python,0.0,linux端
phax/meta,GitHub,Java,0.0,A meta project for easy management of my other projects :)
HKB-CSS/mustangproject,GitHub,XSLT,0.0,Open Source Java ZUGFeRD library
yh88/saiku,GitHub,JavaScript,0.0,saiku analytics - the worlds greatest open source OLAP browser
paulinearcita/CEG4110_Group5_pdfbox,GitHub,Java,0.0,Mirror of Apache PDFBox
DavidRobertKeller/pdf-acroform-utils,GitHub,Java,0.0,
usApp-stAck/ddf,GitHub,,0.0,"DDF Distributed Data Framework - an open source, modular integration framework."
alexanderbohn/tessar,Bitbucket,Python,,"Universal text translator built on the Apache Tika library, fronted with a bootstrapped Django admin interface."
gjoris/pdfcreator,Bitbucket,Java,,"Creating PDF documents with all possible libraries

Used at this point: 
- iText
- Apache PDFBox

Requirements used:
- create PDF
- add metadata
- add PDF form"
interactivemediamanagement/converge-1.x,Bitbucket,Java,,Converge 1.x - Editorial Content Management System
petermr/ami2,Bitbucket,Java,,Cleaned up version of svg2semantic for text and diagram analysis
tangdu/smh2,GitHub,JavaScript,26.0,使用Spring3+Spring JPA+Shiro+ExtJS4 开发项目脚手架。已实现用户、权限、角色，资源、菜单，消息，公告，字典库、日志、excel导入，代码生成器、工作流等功能。
pankajr141/pdf2jpg,GitHub,Java,22.0,Utility to convert PDF into JPG files
Docracy/megajar,GitHub,Java,20.0,A jar file containing almost every other jar file worth using.
MichelSchudel/crypto-demo,GitHub,Java,18.0,
Jahia/html2pdf,GitHub,Java,17.0,A prototype using PDFBox to convert an HTML page to PDF
perye/upms,GitHub,Java,13.0,upms微服务化开发平台，具有统一授权、认证后台管理系统，其中包含具备用户管理、资源权限管理等多个模块，支持多业务系统并行开发，可以作为后端服务的开发脚手架。代码简洁，架构清晰。
sparkzxl/sparkzxl-component,GitHub,Java,10.0,sparkzxl 基于spring boot的组件库
fcproj/agrotagger,GitHub,Java,9.0,"This application allows to index web documents, creating RDF triples that link a web URL to some URIs of a SKOS thesaurus"
fantasyxxj/einvoice,GitHub,Java,7.0,电子发票识别
FabricadeSoftwareUNIVILLE/ProjCOLABAssistant,GitHub,JavaScript,7,Projeto COLAB Assistant
hjzgg/springbootdemo,GitHub,Java,6,
snowWave1995/text-search,GitHub,Java,6,基于ElasticSearch的海量文本检索系统
vicziani/jtechlog-signpdf,GitHub,Java,6,PDF aláírása és időbélyegzése
upgundecha/se-powertools-recipes,GitHub,Java,5,Example project for ATA Seleniumsummit21 CP-SAT
twa16/OpenBooks,GitHub,Java,5,Open source billing solution for any business. We aim to replace the popular closed source solution.
DamianMielcarek/CRM,GitHub,Java,5,Customer relationship management system
minziappa/spring_sample,GitHub,FreeMarker,5,A sample for quick start a project3
hhu-propra2/abschlussprojekt-proprastination,GitHub,Java,5,abschlussprojekt-proprastination created by GitHub Classroom
ckorzen/icecite,GitHub,Java,5,
roytuts/java,GitHub,Java,4,
codeforamerica/shiba,GitHub,Java,4,Securely Hosted Integrated Benefits Application
nate-rcl/irplus,GitHub,Java,4,Automatically exported from code.google.com/p/irplus
LeoFCardoso/tudoToPDF,GitHub,Java,4,Convert any content to PDF - server side JavaEE
sroy96/Expense-sharing-REST-App,GitHub,Java,4,Expense Sharing Among Friends and group with email enabled notification. Handling multiple MongoDb using one controller and service.User authentication and verification through key and token. Keeping the token alive for 24 hrs of generation and self destroy it on completion . Secure method of storing User credentials using principals and fundamentals of blockchainExpense Sharing Among Friends and group with email enabled notification.
QADA99/screenshot-app,GitHub,Java,4,take multiple screenshots and convert them to pdf
tairmansd/PDFExtractor,GitHub,Java,4,PDF box extension to extract text from the pdf files as PDFbox scrambles the text positions while retrieving this project provides a mechanism to extract more accurately and in formatted manner.
umeshbsa/pdf-creation-by-xml-android,GitHub,Java,4,Easy to create pdf file from android xml layout.
dma-dk/MsiNm,GitHub,Java,4,Maritime Safety Information and Notices-to-Mariners shore system
amazecreationz/GPACalculator,GitHub,Java,4,"Calculates GPA of students from gradecard pdf, currently implemented just for National Institute of Technology, Calicut students."
beat2/pdfbox-signer,GitHub,Java,3,signing pdfs with pdfbox
qmetric/pdf-manipulation,GitHub,Java,3,PDF manipulation facility
JabRef/CrossRefX,GitHub,Java,3,A bibliography manager for CrossTeX
lexlang/AlltoHtml,GitHub,Java,3,pdf doc docx xls xlsx to Html
Ellixo/MedicamentDB,GitHub,Java,3,
jmrozanec/url-shortener,GitHub,Java,3,URL shortener as a library
PETCC-UFRN/ePET,GitHub,Java,3,Back-end com Spring
atomiCat/j2se,GitHub,Java,3,模拟鼠标键盘输入，端口扫描，微信跳一跳
Inventitech/PaperAuthorInferencer,GitHub,Java,3,PaperAuthorInferencer tries to infer the authors of a given paper in PDF format without looking at the author line. It can also give you the email addresses of researchers.
simplesolutiondev/ApachePDFBoxPageLabels,GitHub,Java,3,Creating PDF Document Page Labels in Java with Apache PDFBox
simplesolutiondev/ApachePDFBoxAddBookmarkPdfDocument,GitHub,Java,3,Creating Bookmarks for PDF Document in Java with Apache PDFBox
difi/dc16-digitalcitizen,GitHub,JavaScript,3,DifiCamp 2016 Digital Citizen Project
nandosola/trantor-pdf-converter,GitHub,Java,3,Java Library to transform images and LibreOffice-suported doc formats to PDF
qburst/PDF-Search,GitHub,JavaScript,3,An application which can be helpful for sharing books
collex/rdf-indexer,GitHub,Java,3,A Java app that indexes the RDF files into the solr index. It also handles text and does some testing of the RDF objects and the solr index.
FHOOEAIST/imaging,GitHub,Java,2,One pixel at a time.
alexdcarl/incode-platform,GitHub,JavaScript,2,Combines incode.org modules and isisaddons.org into a single set of modules.
percussion/percussioncms,GitHub,Java,2,Percussion CMS - Content Management System
afelipez/attestation-covid-19,GitHub,Java,2,API Java pour generer une attestation de déplacement (COVID-19)
federicosilvestri/bm25p-thesis,GitHub,Java,2,
logobs/tedam-core,GitHub,Java,2,TEDAM Core project
Data2Semantics/Hubble,GitHub,Java,2,Interface for CDS usecase
DeveloperGuilliman/CardEditor,GitHub,Java,2,A Card Editor to build pdfs for Warhammer 40K
ub-duisburg-essen/duepublico,GitHub,XSLT,2,DuEPublico is the institutional repository of the University of Duisburg-Essen
vandeseer/easytable,GitHub,Java,2,
igot-gov/Eagle,GitHub,Java,2,"Infosys learning project - Eagle, helps companies in their journey of talent transformation and digital change management."
bingoohuang/pdf-stripper,GitHub,Java,2,strip structured info from pdf
ozawa-hi/pdf2jrxml,GitHub,Java,2,tool to generate jasperreports jrxml file from pdf file
robinhowlett/breeders-cup-betting-challenge-parser,GitHub,Java,2,Using Apache PDFBox to parse the Breeders' Cup Betting Challenge PDF results document
wjxScott/Obelisk,GitHub,Java,2,Obelisk 项目架构
icankeep/Document-Storm-2.0,GitHub,Java,2,提供文档转换，文档翻译的一个网站（开发中...）
TitasNandi/Summer_Project,GitHub,HTML,2,This repository has the Answer Selection Challenge Project
farrukhmpk/html-pdf-service,GitHub,Java,2,"Java Spring Boot microservice with RESTful webconsole and service endpoints that convert HTML to PDF, optionally styling with CSS and templating with JSON using Flying Saucer, PDF Box and Jackson libraries "
wanggang1906/javaResum,GitHub,Java,2,"简历解析后台项目，包括解析doc,docx,pdf等文件格式，利用正则提取两个关键字之间的内容"
navikt/tiltaksgjennomforing-prosess,GitHub,Java,2,Tiltaksgjennomføring - Produktområde arbeidsgiver
SwapnilShahGit/SIP,GitHub,CSS,2,This is a project that was created by the PEY Interns of the 2016-2017 year at SOTI
ukijumotahaneniarukenia/script-sketch,GitHub,Jupyter Notebook,2,標準入出力とファイル入出力と型変換とデータ構造を意識してスケッチ
sgoeschl/pdf-image-compare,GitHub,Java,2,Visual diffing of PDF documents based on Apache PDFBox
emmanuel099/edulium,GitHub,Java,2,SEPM PR TU Wien SS2015
bluedolmen/App-blue-courrier,GitHub,JavaScript,2,
rohitiwari30oct/Electronic-Document-Management-System,GitHub,Java,2,EDMS
opendevstack/ods-mro-jenkins-shared-library,GitHub,Groovy,2,"Multi-Repository / component orchestration (MRO) Jenkins Shared Library, includes document generation capabilities"
micheee/DeepFS,GitHub,Java,2,XQuery Your Filesystem
raptortech-js/ncf-web-contract-system,GitHub,JavaScript,2,Web app to replace NCF's existing paper-based contract system
claudiofus/GC,GitHub,Java,2,Angular Web App for construction management
21ca/selenium-testng-template,GitHub,,2,A template project to seep up automation test.
onura/MetaReader,GitHub,Java,2,A tool to extract metadata from files.
deekscitacija/NCProject,GitHub,Java,2,"Projekat iz predmeta UPP i UDD, Naucna Centrala 2018/2019"
TiesNetwork/elassandra,GitHub,Java,2,Elassandra = cassandra + elasticsearch
malikalamgirian/PDF2RDF,GitHub,Java,2,Converts Springer LNCS formatted PDFs to RDFs
Alfresco/alfresco-transform-core,GitHub,Java,2,
nemausus/research-paper-parser,GitHub,Java,2,A Java library to parse research papers.
andhieka/cvia,GitHub,Java,2,
pkarmstr/NYBC,GitHub,Java,2,scripts and programs used for the Yiddish language
zhangBenson/zy,GitHub,JavaScript,2,
linagora/linshare-thumbnail-engine,GitHub,Java,2,
spinfo/ang,GitHub,Java,1,Anglizismen im Deutschen - A DFG-funded Project
Polus-Software/Kuali-Research,GitHub,PLSQL,1,
stevearm/filecabinet,GitHub,JavaScript,1,Self-contained web server to organize pdf documents
jjerrodtaylor/networks,GitHub,Java,1,Neural Network Framework
darciopacifico/omr,GitHub,Java,1,Service to create OMR forms and automate images parsing.
frostymaster/dspace-final,GitHub,HTML,1,
proedu/dspace-minicurso-2016,GitHub,Java,1,Repositório clonado do fork de DSpace com a versão 5.3 para curso
robertgee/tornadofx-samples-master,GitHub,Kotlin,1,
nyholmniklas/vaadinInvoiceGenerator,GitHub,Java,1,Vaadin Invoicing WebApp.
dgcloud/alfresco-pdf-toolkit,GitHub,Java,1,The new home of the Alfresco PDF Toolkit (replacing the deprecated Google Code project)
xiaofengzcd/zcd,GitHub,Java,1,java study
polyglotDataNerd/poly-campiagnzero-piplines,GitHub,Scala,1,Campaign Zero Pipeline Package
ThibArg/nuxeo-pdf-utils,GitHub,Java,1,
hdwmp123/maven_main_war,GitHub,Java,1,
sbalazote/gtmApp,GitHub,Java,1,Aplicación para gestión de trazabilidad de medicamentos
brucetieu/JobApplicationBot,GitHub,Java,1,"An Indeed, Glassdoor, and LinkedIn job application Bot."
Noah-Wagner/OpenTax,GitHub,Java,1,An open source solution for US tax forms
Javlo/javlo,GitHub,Java,1,Automatically exported from code.google.com/p/javlo
PankratzLab/DonorCheck,GitHub,Java,1,Utility for validating donor typing entries to DonorNet
hamiltino/multiple-pdf-counter,GitHub,Java,1,
creative-active-technology/inkubator-hrm,GitHub,Java,1,HRM (Human Resource Management - Inkubator)
pamarin-tech/filestore,GitHub,Java,1,java library สำหรับ spring framework ใช้เพื่อ อ่าน/เขียน/อัพโหลด (local) file
tufujie/MyBatis,GitHub,Java,1,
yurimarx/ocr-service,GitHub,,1,OCR Interoperability Service
polyglotDataNerd/poly-campiagnzero-piplines,GitHub,Scala,1,Campaign Zero Pipeline Package
OPEN-ENT-NG/competences,GitHub,Java,1,
aleksandersmierciak/ThesisChecker,GitHub,Java,1,A software for checking academic dissertations for similarities and possible plagiarisms.
brucetieu/JobApplicationBot,GitHub,Java,1,"An Indeed, Glassdoor, and LinkedIn job application Bot."
evandor/skysail-server-old,GitHub,Java,1,skysail-server
robertgee/tornadofx-samples-master,GitHub,Kotlin,1,
luislorenzom/lubel,GitHub,Java,1,Multi-type file handler to obtain Apache Lucene Documents from different source files
whaleBoot/fileview,GitHub,Python,1,基于FastDFS的文件预览服务，可跨服务器预览
xiaofengzcd/zcd,GitHub,Java,1,java study
Noah-Wagner/OpenTax,GitHub,Java,1,An open source solution for US tax forms
jennielevineknies/drum,GitHub,Java,1,Digital Repository at the University of Maryland (DRUM)
tufujie/MyBatis,GitHub,Java,1,
sinjax/terrier,GitHub,Java,1,Clone of Terrier 4.0
diy-asylum/formfiller,GitHub,JavaScript,1,Mostly a spike repo for experimenting with filling in Asylum forms
yurimarx/ocr-service,GitHub,,1,OCR Interoperability Service
PankratzLab/DonorCheck,GitHub,Java,1,Utility for validating donor typing entries to DonorNet
ohhaithere/dspace-sgau,GitHub,Java,1,
fernando-romulo-silva/image-converter,GitHub,Java,1,
ARUP-CAS/aiscr-digiarchiv-2,GitHub,Java,1,Enhanced version of the AMCR Digital Archive web application
hamiltino/multiple-pdf-counter,GitHub,Java,1,
medined/GreenbriarMembership,GitHub,Java,1,Web interface to update GCA membership information.
bcgov/jag-document-utils,GitHub,Java,1,Justice Sector PDF Merge Microservice integration with Adobe Experience Manager
Deep2018530/FileParseUtil,GitHub,Java,1,可以将word(doc、docx)、excel、pdf、ppt、csv、txt文件的文本内容提取出来，同时能够提取出word、pdf文件的目录
grasshopper7/cucumber-pdf-report,GitHub,Java,1,
proedu/dspace-minicurso-2016,GitHub,Java,1,Repositório clonado do fork de DSpace com a versão 5.3 para curso
kris-zhang/study,GitHub,Java,1,主要是我个人学习使用的仓库，里面有很多代码片段
joychen1579/CrapApi,GitHub,JavaScript,1,Web接口管理工具、API接口管理、文档管理，angularjs+bootstrap+springMVC搭建的免费开源的API接口管理系统
edmundoandrade/pdfreader4humans,GitHub,Java,1,PDF reader able to recognize information components in the natural human reading order.
Polus-Software/Kuali-Research,GitHub,PLSQL,1,
drtrang/dependencies,GitHub,,1,
a529914446/searcher,GitHub,Java,1,
cantwait/alfresco-pdf-toolkit,GitHub,Java,1,Automatically exported from code.google.com/p/alfresco-pdf-toolkit
bhattsachin/Signature,GitHub,HTML,1,SpringBoot based starter webapp for taking signatures on a canvas and adding to pdfs. 
hsaggion/drinventor,GitHub,Java,1,Dr Inventor Text Mining Framework (Open Source)
juedui0769/BitCode2018,GitHub,Java,1,代码收集，点滴积累，从2018年末开始……
Raudius/PrintDF,GitHub,Java,1,Java library which creates printable booklets from PDFs
ua-eas/ksd-kc5.2.1-foundation,GitHub,Java,1,
ecm4u/community-edition-5.2.e-patched-OLD,GitHub,Java,1,Patched version of Alfresco Share 5.2.e
hmcts/em-native-pdf-annotator-app,GitHub,Java,1,
jackblackevo/ImageUtil,GitHub,Java,1,
xgourmandin/chronorun,GitHub,Java,1,Application d'inscription et chronométrage de courses pédestres amateur
ingeint/idempiere-attachscan-plugin,GitHub,Java,1,Adds a scan button to the toolbar
dbses/Test4yang,GitHub,Java,1,探究问题的测试代码
yudady/word_to_pdforhtml,GitHub,Java,1,
rmohta/pdfboxExamples,GitHub,Java,1,Examples explaining how to use Apache PDFBox
Lsanyi0/LasPalmeras,GitHub,Java,1,"Java, JPA & MySQL"
OrangeManDavid/jete,GitHub,JavaScript,1,jeté test testing testing-tools test-suite test-automation test-runner tests java-tests java-test java-testing jete end-to-end-testing e2e-testing e2e-tests
acri-jp/sullivan-pdfchecker,GitHub,Java,1,Yet another PDF Accessibility Checker written in Java.
data-integrations/pdf-extractor-transform,GitHub,Java,1,Extracts content and metadata from a PDF using the Apache PDFBox library
Meeds-io/maven-depmgt-pom,GitHub,,1,
vyo/paper2ebook,GitHub,,1,Utility to re-structure research papers published in US Letter or A4 format PDF files to typically remove the 2 columns layout.
Meeds-io/gatein-dep,GitHub,,1,
noctarius/pegdoc,GitHub,PHP,1,Markdown based documentation generator in Java
los12/pdf-unstamper,GitHub,Java,1,Text stamp remover for PDF files.
Meeds-io/core,GitHub,Java,1,Core services for database and identity management
cytyikai/wordserver,GitHub,Java,1,word 2 pdf、Get the real word page number
PrawoPolskie/toakoma,GitHub,Scala,1,
siudeks/sin-net-reports,GitHub,Java,1,Pet project #PSA
navikt/tiltak-tilsagnsbrev,GitHub,Java,1,Tilsagnsbrev opprettet i Arena journalføres og sendes til mottaker via Altinn.
pavelleonidov/internetmarke-shipping,GitHub,Java,1,A JAVA Application with Magento 2 connector to handle shop orders using the 1C4A Internetmarke webservice by Deutsche Post
gfyan/java-open-source-all,GitHub,Java,1,一些开源框架的实例
source-foundry/java-glyph-tester,GitHub,Java,1,A tool for testing the JDK font rendering behaviour
pugwoo/j2ee_v2,GitHub,Java,1,my practices on j2ee projects.
nicknux/pdfboxer,GitHub,Java,1,"Add PDF Boxes (Trim, Art, Bleed, and Crop) to existing PDFs"
hdwmp123/maven_main_war,GitHub,Java,1,
evenstars/dss,GitHub,Java,1,"Digital Signature Service : creation, extension and validation of advanced electronic signatures"
benleibowitz/fun,GitHub,Java,1,
rmannibucau/pdf-helper-maven-plugin,GitHub,Java,1,Simple Mojo to help with PDF. Only support merging ATM.
shikeio/discover,GitHub,Java,0,
stephanrauh/BackUp,GitHub,JavaScript,0,"Collections of files and projects that are deprecated, but which might be interesting nonetheless"
tmortagne/tika,GitHub,Java,0,Mirror of Apache Tika
chengxj/detection-supervision,GitHub,JavaScript,0,wisdom detection supervision
gynt/DBF,GitHub,Java,0,"Dynamic Bubble Form - Forget manual entry of written form responses! Create in word, export to PDF, apply bubbles, distribute, scan, done!"
operep/maven-project,GitHub,Java,0,Test project
DavidRodden/VegdahlLocator,GitHub,Java,0,"Through the use of keywords, searches all of Vegdahl's online PDFs to locate on which slides they exist."
james9711/TennisAppPT,GitHub,Java,0,
